event_type,gbtt_timestamp,original_loc_stanox,planned_timestamp,timetable_variation,original_loc_timestamp,current_train_id,delay_monitoring_point,next_report_run_time,reporting_stanox,actual_timestamp,correction_ind,event_source,train_file_address,platform,division_code,train_terminated,train_id,offroute_ind,variation_status,train_service_code,toc_id,loc_stanox,auto_expected,direction_ind,route,planned_event_type,next_report_stanox,line_ind
ARRIVAL,2024-03-24 01:58:00,,2024-03-24 01:57:30,13,,,false,1,00000,2024-03-24 02:10:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63305,true,DOWN,DOWN,ARRIVAL,63252,
ARRIVAL,2024-03-24 02:15:00,,2024-03-24 02:14:30,2,,,false,1,00000,2024-03-24 02:16:00,false,AUTOMATIC,, 1,84,false,872K79M124,false,LATE,24671405,84,87162,true,UP,UP,ARRIVAL,87161,
ARRIVAL,2024-03-24 01:53:00,,2024-03-24 01:53:30,18,,,true,1,63201,2024-03-24 02:11:00,false,AUTOMATIC,, 1,88,false,625J181124,false,LATE,22788002,88,63201,true,UP,UP,ARRIVAL,63209,
DEPARTURE,2024-03-24 01:58:00,,2024-03-24 01:58:00,13,,,false,1,00000,2024-03-24 02:11:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63305,true,DOWN,DOWN,DEPARTURE,63252,S
ARRIVAL,2024-03-24 02:00:00,,2024-03-24 01:59:30,13,,,false,1,00000,2024-03-24 02:12:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63252,true,DOWN,DOWN,ARRIVAL,63216,
DEPARTURE,2024-03-24 02:00:00,,2024-03-24 02:00:00,13,,,false,1,00000,2024-03-24 02:13:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63252,true,DOWN,DOWN,DEPARTURE,63216,S
DEPARTURE,,,2024-03-24 02:00:00,14,,,false,5,00000,2024-03-24 02:14:00,false,AUTOMATIC,,,88,false,625J181124,false,LATE,22788002,88,63209,true,UP,UP,DEPARTURE,63216,S
DEPARTURE,,,2024-03-24 02:01:00,13,,,false,1,00000,2024-03-24 02:14:00,false,AUTOMATIC,,,88,false,879W00M024,false,LATE,22721000,88,63216,true,DOWN,DOWN,DEPARTURE,63214,S
DEPARTURE,,,2024-03-24 01:54:00,12,,,true,3,86313,2024-03-24 02:06:00,false,AUTOMATIC,, 2,84,false,865L79M124,false,LATE,24676004,84,86313,true,DOWN,DOWN,DEPARTURE,86311,H
ARRIVAL,2024-03-24 01:57:00,,2024-03-24 01:57:00,13,,,true,,86311,2024-03-24 02:10:00,false,AUTOMATIC,, 5,84,true,865L79M124,false,LATE,24676004,84,86311,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,2024-03-24 02:12:00,,2024-03-24 02:12:00,5,,,true,20,87980,2024-03-24 02:07:00,false,AUTOMATIC,, 2,88,false,875H98M124,false,EARLY,24788005,88,87980,true,UP,UP,DEPARTURE,87979,
DEPARTURE,2024-03-24 02:08:00,,2024-03-24 02:08:30,0,,,true,5,87911,2024-03-24 02:08:00,false,AUTOMATIC,, 2,88,false,871A80M124,false,ON TIME,24747000,88,87911,true,DOWN,DOWN,DEPARTURE,87920,S
ARRIVAL,2024-03-24 02:08:00,,2024-03-24 02:08:00,0,,,true,1,52084,2024-03-24 02:08:00,false,AUTOMATIC,, 6,30,false,529I13M124,false,ON TIME,22215003,30,52084,true,DOWN,DOWN,ARRIVAL,52088,D
DEPARTURE,2024-03-24 02:08:00,,2024-03-24 02:08:00,1,,,false,1,00000,2024-03-24 02:07:00,false,AUTOMATIC,, 1,30,false,879I10M124,false,EARLY,22218000,30,52078,true,UP,UP,DEPARTURE,52074,
DEPARTURE,2024-03-24 02:07:00,,2024-03-24 02:07:00,0,,,false,1,00000,2024-03-24 02:07:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,87572,true,UP,UP,DEPARTURE,87568,
ARRIVAL,2024-03-24 02:10:00,,2024-03-24 02:09:30,1,,,true,2,52074,2024-03-24 02:08:00,false,AUTOMATIC,, 1,30,false,879I10M124,false,EARLY,22218000,30,52074,true,UP,UP,ARRIVAL,87660,U
ARRIVAL,2024-03-24 02:08:00,,2024-03-24 02:08:00,0,,,true,1,87568,2024-03-24 02:08:00,false,AUTOMATIC,, 4,30,false,879I12M224,false,ON TIME,22218000,30,87568,true,UP,UP,ARRIVAL,87566,
DEPARTURE,2024-03-24 02:09:00,,2024-03-24 02:09:00,1,,,true,1,52084,2024-03-24 02:08:00,false,AUTOMATIC,, 6,30,false,529I13M124,false,EARLY,22215003,30,52084,true,DOWN,DOWN,DEPARTURE,52088,D
ARRIVAL,2024-03-24 02:11:00,,2024-03-24 02:10:30,0,,,false,1,00000,2024-03-24 02:10:00,false,AUTOMATIC,, 2,30,false,529I13M124,false,ON TIME,22215003,30,52088,true,DOWN,DOWN,ARRIVAL,52090,
DEPARTURE,2024-03-24 02:09:00,,2024-03-24 02:09:00,0,,,true,1,87568,2024-03-24 02:09:00,false,AUTOMATIC,, 4,30,false,879I12M224,false,ON TIME,22218000,30,87568,true,UP,UP,DEPARTURE,87566,
DEPARTURE,2024-03-24 02:10:00,,2024-03-24 02:10:30,1,,,true,2,52074,2024-03-24 02:09:00,false,AUTOMATIC,, 1,30,false,879I10M124,false,EARLY,22218000,30,52074,true,UP,UP,DEPARTURE,87660,U
DEPARTURE,2024-03-24 02:10:00,,2024-03-24 02:10:00,0,,,true,1,52051,2024-03-24 02:10:00,false,AUTOMATIC,, 1,30,false,529I15M224,false,ON TIME,22215003,30,52051,true,DOWN,DOWN,DEPARTURE,52049,D
DEPARTURE,2024-03-24 02:11:00,,2024-03-24 02:11:00,1,,,false,1,00000,2024-03-24 02:10:00,false,AUTOMATIC,, 2,30,false,529I13M124,false,EARLY,22215003,30,52088,true,DOWN,DOWN,DEPARTURE,52090,
ARRIVAL,2024-03-24 02:12:00,,2024-03-24 02:11:30,0,,,false,1,00000,2024-03-24 02:11:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52049,true,DOWN,DOWN,ARRIVAL,87660,
ARRIVAL,2024-03-24 02:13:00,,2024-03-24 02:12:30,1,,,false,2,00000,2024-03-24 02:11:00,false,AUTOMATIC,, 1,30,false,879I10M124,false,EARLY,22218000,30,52049,true,UP,UP,ARRIVAL,52051,
ARRIVAL,2024-03-24 02:13:00,,2024-03-24 02:12:30,1,,,false,2,00000,2024-03-24 02:11:00,false,AUTOMATIC,, 2,30,false,529I13M124,false,EARLY,22215003,30,52090,true,DOWN,DOWN,ARRIVAL,87566,
ARRIVAL,2024-03-24 02:12:00,,2024-03-24 02:11:30,0,,,false,1,00000,2024-03-24 02:11:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52090,true,UP,UP,ARRIVAL,52088,
DEPARTURE,2024-03-24 02:13:00,,2024-03-24 02:13:00,1,,,false,2,00000,2024-03-24 02:12:00,false,AUTOMATIC,, 1,30,false,879I10M124,false,EARLY,22218000,30,52049,true,UP,UP,DEPARTURE,52051,
DEPARTURE,2024-03-24 02:12:00,,2024-03-24 02:12:00,0,,,false,,00000,2024-03-24 02:12:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52049,true,DOWN,DOWN,DEPARTURE,87660,
DEPARTURE,2024-03-24 02:08:00,,2024-03-24 02:10:00,1,,,true,2,87201,2024-03-24 02:09:00,false,AUTOMATIC,,12,88,false,871T02M224,false,EARLY,24747000,88,87201,true,DOWN,DOWN,DEPARTURE,87199,E
ARRIVAL,2024-03-24 02:13:00,,2024-03-24 02:13:00,1,,,true,2,87920,2024-03-24 02:12:00,false,AUTOMATIC,, 2,88,false,871A80M124,false,EARLY,24747000,88,87920,true,DOWN,DOWN,ARRIVAL,87927,
DEPARTURE,,,2024-03-24 02:12:30,1,,,false,1,00000,2024-03-24 02:11:00,false,AUTOMATIC,,,88,false,871T02M224,false,EARLY,24747000,88,87199,true,DOWN,DOWN,DEPARTURE,87203,S
DEPARTURE,2024-03-24 02:13:00,,2024-03-24 02:13:00,1,,,false,1,00000,2024-03-24 02:12:00,false,AUTOMATIC,, 2,30,false,529I13M124,false,EARLY,22215003,30,52090,true,DOWN,DOWN,DEPARTURE,87566,
ARRIVAL,,,2024-03-24 02:13:30,1,,,true,1,87203,2024-03-24 02:12:00,false,AUTOMATIC,,,88,false,871T02M224,false,EARLY,24747000,88,87203,true,,,ARRIVAL,87230,
DEPARTURE,2024-03-24 02:12:00,,2024-03-24 02:12:00,0,,,false,1,00000,2024-03-24 02:12:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52090,true,UP,UP,DEPARTURE,52088,
DEPARTURE,,,2024-03-24 02:13:30,1,,,true,1,87203,2024-03-24 02:12:00,false,AUTOMATIC,, 3,88,false,871T02M224,false,EARLY,24747000,88,87203,true,DOWN,DOWN,DEPARTURE,87230,
ARRIVAL,2024-03-24 02:18:00,,2024-03-24 02:15:00,2,,,true,,52051,2024-03-24 02:13:00,false,AUTOMATIC,, 1,30,true,879I10M124,false,EARLY,22218000,30,52051,true,UP,UP,DESTINATION,,
ARRIVAL,2024-03-24 02:17:00,,2024-03-24 02:16:30,1,,,true,2,87219,2024-03-24 02:15:00,false,AUTOMATIC,,15,88,false,871T02M224,false,EARLY,24747000,88,87219,true,UP,UP,ARRIVAL,87222,
ARRIVAL,2024-03-24 02:14:00,,2024-03-24 02:13:30,0,,,false,1,00000,2024-03-24 02:13:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52088,true,UP,UP,ARRIVAL,52084,
ARRIVAL,2024-03-24 02:14:00,,2024-03-24 02:14:00,0,,,true,1,52074,2024-03-24 02:14:00,false,AUTOMATIC,, 4,30,false,529I15M224,false,ON TIME,22215003,30,52074,true,DOWN,DOWN,ARRIVAL,52078,D
ARRIVAL,2024-03-24 02:16:00,,2024-03-24 02:15:30,1,,,true,2,87568,2024-03-24 02:14:00,false,AUTOMATIC,, 3,30,false,529I13M124,false,EARLY,22215003,30,87568,true,DOWN,DOWN,ARRIVAL,87572,
DEPARTURE,2024-03-24 02:14:00,,2024-03-24 02:14:00,0,,,false,1,00000,2024-03-24 02:14:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52088,true,UP,UP,DEPARTURE,52084,
DEPARTURE,2024-03-24 02:08:00,,2024-03-24 02:08:00,6,,,true,2,87920,2024-03-24 02:14:00,false,AUTOMATIC,, 5,88,false,875W211224,false,LATE,22788002,88,87920,true,DOWN,DOWN,DEPARTURE,87904,Y
ARRIVAL,2024-03-24 02:10:00,,2024-03-24 02:10:00,6,,,false,1,00000,2024-03-24 02:16:00,false,AUTOMATIC,,,88,false,875W211224,false,LATE,22788002,88,87904,true,DOWN,DOWN,ARRIVAL,87915,
ARRIVAL,2024-03-24 02:16:00,,2024-03-24 02:15:30,1,,,true,1,52084,2024-03-24 02:16:00,false,AUTOMATIC,, 5,30,false,879I12M224,false,LATE,22218000,30,52084,true,UP,UP,ARRIVAL,52082,U
DEPARTURE,2024-03-24 02:15:00,,2024-03-24 02:15:00,0,,,true,1,52074,2024-03-24 02:15:00,false,AUTOMATIC,, 4,30,false,529I15M224,false,ON TIME,22215003,30,52074,true,DOWN,DOWN,DEPARTURE,52078,D
DEPARTURE,2024-03-24 02:16:00,,2024-03-24 02:16:30,1,,,true,1,87568,2024-03-24 02:15:00,false,AUTOMATIC,, 3,30,false,529I13M124,false,EARLY,22215003,30,87568,true,DOWN,DOWN,DEPARTURE,87572,
ARRIVAL,2024-03-24 02:03:00,,2024-03-24 02:02:30,14,,,false,1,00000,2024-03-24 02:16:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63214,true,DOWN,DOWN,ARRIVAL,63212,
ARRIVAL,2024-03-24 02:17:00,,2024-03-24 02:16:30,0,,,false,1,00000,2024-03-24 02:16:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52078,true,DOWN,DOWN,ARRIVAL,52080,
ARRIVAL,2024-03-24 02:18:00,,2024-03-24 02:17:30,1,,,false,2,00000,2024-03-24 02:16:00,false,AUTOMATIC,, 2,30,false,529I13M124,false,EARLY,22215003,30,87572,true,DOWN,DOWN,ARRIVAL,87574,
ARRIVAL,2024-03-24 02:08:00,,2024-03-24 02:08:00,2,,,true,,89473,2024-03-24 02:10:00,false,AUTOMATIC,, 4,80,true,871S74M024,false,LATE,24604004,80,89473,true,DOWN,DOWN,DESTINATION,,4
DEPARTURE,,,,0,,,false,,,2024-03-24 02:14:00,false,AUTOMATIC,,,88,false,875W211224,true,OFF ROUTE,22788002,88,87920,,,,DEPARTURE,,
DEPARTURE,2024-03-24 02:16:00,,2024-03-24 02:16:30,0,,,true,2,52084,2024-03-24 02:16:00,false,AUTOMATIC,, 5,30,false,879I12M224,false,ON TIME,22218000,30,52084,true,UP,UP,DEPARTURE,52082,U
DEPARTURE,2024-03-24 02:17:00,,2024-03-24 02:17:30,1,,,true,4,87219,2024-03-24 02:16:00,false,AUTOMATIC,,15,88,false,871T02M224,false,EARLY,24747000,88,87219,true,DOWN,DOWN,DEPARTURE,87222,S
DEPARTURE,2024-03-24 02:15:00,,2024-03-24 02:15:00,2,,,false,1,00000,2024-03-24 02:17:00,false,AUTOMATIC,, 1,84,false,872K79M124,false,LATE,24671405,84,87162,true,UP,UP,DEPARTURE,87161,
ARRIVAL,2024-03-24 02:17:00,,2024-03-24 02:16:30,2,,,true,5,87161,2024-03-24 02:18:00,false,AUTOMATIC,, 1,84,false,872K79M124,false,LATE,24671405,84,87161,true,UP,UP,ARRIVAL,87162,
DEPARTURE,2024-03-24 02:17:00,,2024-03-24 02:17:00,0,,,false,1,00000,2024-03-24 02:17:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52078,true,DOWN,DOWN,DEPARTURE,52080,
DEPARTURE,2024-03-24 02:18:00,,2024-03-24 02:18:30,1,,,false,1,00000,2024-03-24 02:17:00,false,AUTOMATIC,, 2,30,false,529I13M124,false,EARLY,22215003,30,87572,true,DOWN,DOWN,DEPARTURE,87574,
ARRIVAL,2024-03-24 02:18:00,,2024-03-24 02:18:00,0,,,false,1,00000,2024-03-24 02:18:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52082,true,UP,UP,ARRIVAL,52080,
DEPARTURE,2024-03-24 02:14:00,,2024-03-24 02:14:30,3,,,true,4,87920,2024-03-24 02:17:00,false,AUTOMATIC,, 2,88,false,871A80M124,false,LATE,24747000,88,87920,true,DOWN,DOWN,DEPARTURE,87927,B
DEPARTURE,2024-03-24 02:03:00,,2024-03-24 02:03:00,14,,,false,3,00000,2024-03-24 02:17:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63214,true,DOWN,DOWN,DEPARTURE,63212,S
ARRIVAL,2024-03-24 02:19:00,,2024-03-24 02:18:30,0,,,false,1,00000,2024-03-24 02:18:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52080,true,DOWN,DOWN,ARRIVAL,52082,
DEPARTURE,2024-03-24 02:18:00,,2024-03-24 02:18:00,0,,,true,,87603,2024-03-24 02:18:00,false,AUTOMATIC,, 1,30,false,879I14M224,false,ON TIME,22218000,30,87603,true,UP,UP,DEPARTURE,87588,E
DEPARTURE,2024-03-24 02:19:00,,2024-03-24 02:19:00,1,,,false,1,00000,2024-03-24 02:18:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,EARLY,22218000,30,52082,true,UP,UP,DEPARTURE,52080,
DEPARTURE,2024-03-24 02:19:00,,2024-03-24 02:19:00,0,,,false,2,00000,2024-03-24 02:19:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52080,true,DOWN,DOWN,DEPARTURE,52082,
ARRIVAL,,,2024-03-24 02:21:30,1,,,true,1,87222,2024-03-24 02:20:00,false,AUTOMATIC,,,88,false,871T02M224,false,EARLY,24747000,88,87222,true,,,ARRIVAL,87616,
DEPARTURE,,,2024-03-24 02:05:00,14,,,false,1,00000,2024-03-24 02:19:00,false,AUTOMATIC,,,88,false,625J181124,false,LATE,22788002,88,63216,true,UP,UP,DEPARTURE,63252,S
ARRIVAL,,,2024-03-24 02:06:00,15,,,false,1,00000,2024-03-24 02:21:00,false,AUTOMATIC,,,88,false,625J181124,false,LATE,22788002,88,63252,true,,,ARRIVAL,63417,
DEPARTURE,,,2024-03-24 02:21:30,2,,,true,2,87222,2024-03-24 02:19:00,false,AUTOMATIC,, 1,88,false,871T02M224,false,EARLY,24747000,88,87222,true,DOWN,DOWN,DEPARTURE,87616,S
ARRIVAL,2024-03-24 02:21:00,,2024-03-24 02:20:30,0,,,false,1,00000,2024-03-24 02:20:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52080,true,UP,UP,ARRIVAL,52078,
ARRIVAL,2024-03-24 02:07:00,,2024-03-24 02:06:30,14,,,false,1,00000,2024-03-24 02:20:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63212,true,DOWN,DOWN,ARRIVAL,63209,
ARRIVAL,2024-03-24 02:25:00,,2024-03-24 02:22:00,1,,,true,,87603,2024-03-24 02:21:00,false,AUTOMATIC,, 1,30,true,529I13M124,false,EARLY,22215003,30,87603,true,DOWN,DOWN,DESTINATION,,
ARRIVAL,2024-03-24 02:21:00,,2024-03-24 02:21:00,0,,,false,1,00000,2024-03-24 02:21:00,false,AUTOMATIC,, 1,30,false,879I14M224,false,ON TIME,22218000,30,87572,true,UP,UP,ARRIVAL,87568,
ARRIVAL,2024-03-24 02:21:00,,2024-03-24 02:21:00,0,,,false,1,00000,2024-03-24 02:21:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52082,true,DOWN,DOWN,ARRIVAL,52084,
DEPARTURE,,,2024-03-24 02:18:00,3,,,true,4,87927,2024-03-24 02:21:00,false,AUTOMATIC,,,88,false,871A80M124,false,LATE,24747000,88,87927,true,DOWN,DOWN,DEPARTURE,87966,M
DEPARTURE,,,2024-03-24 02:06:00,14,,,false,3,00000,2024-03-24 02:20:00,false,AUTOMATIC,, 1,88,false,625J181124,false,LATE,22788002,88,63252,true,UP,UP,DEPARTURE,63417,S
DEPARTURE,2024-03-24 02:21:00,,2024-03-24 02:21:00,0,,,false,1,00000,2024-03-24 02:21:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52080,true,UP,UP,DEPARTURE,52078,
DEPARTURE,,,2024-03-24 02:23:30,2,,,false,1,00000,2024-03-24 02:21:00,false,AUTOMATIC,,,88,false,871T02M224,false,EARLY,24747000,88,87616,true,DOWN,DOWN,DEPARTURE,87631,S
ARRIVAL,,,2024-03-24 02:24:00,2,,,false,2,00000,2024-03-24 02:22:00,false,AUTOMATIC,,,88,false,871T02M224,false,EARLY,24747000,88,87631,true,,,ARRIVAL,87637,
DEPARTURE,2024-03-24 02:22:00,,2024-03-24 02:22:00,1,,,false,1,00000,2024-03-24 02:21:00,false,AUTOMATIC,, 1,30,false,879I14M224,false,EARLY,22218000,30,87572,true,UP,UP,DEPARTURE,87568,
DEPARTURE,2024-03-24 02:21:00,,2024-03-24 02:21:30,0,,,false,2,00000,2024-03-24 02:21:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52082,true,DOWN,DOWN,DEPARTURE,52084,
ARRIVAL,2024-03-24 02:23:00,,2024-03-24 02:22:30,0,,,false,1,00000,2024-03-24 02:22:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52078,true,UP,UP,ARRIVAL,52074,
ARRIVAL,,,,0,,,false,,,2024-03-24 02:27:00,false,AUTOMATIC,,,88,false,625J181124,true,OFF ROUTE,22788002,88,63400,,,,ARRIVAL,,
DEPARTURE,2024-03-24 02:07:00,,2024-03-24 02:07:30,14,,,false,3,00000,2024-03-24 02:21:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63212,true,DOWN,DOWN,DEPARTURE,63209,S
ARRIVAL,2024-03-24 02:23:00,,2024-03-24 02:23:00,1,,,true,2,87568,2024-03-24 02:22:00,false,AUTOMATIC,, 4,30,false,879I14M224,false,EARLY,22218000,30,87568,true,UP,UP,ARRIVAL,87566,
DEPARTURE,,,2024-03-24 02:24:00,3,,,false,4,00000,2024-03-24 02:21:00,false,AUTOMATIC,, 1,88,false,871T02M224,false,EARLY,24747000,88,87631,true,DOWN,DOWN,DEPARTURE,87637,
ARRIVAL,2024-03-24 02:23:00,,2024-03-24 02:23:00,0,,,true,1,52084,2024-03-24 02:23:00,false,AUTOMATIC,, 6,30,false,529I15M224,false,ON TIME,22215003,30,52084,true,DOWN,DOWN,ARRIVAL,52088,D
DEPARTURE,2024-03-24 02:23:00,,2024-03-24 02:23:00,0,,,false,1,00000,2024-03-24 02:23:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52078,true,UP,UP,DEPARTURE,52074,
DEPARTURE,,,2024-03-24 02:10:00,13,,,false,1,00000,2024-03-24 02:23:00,false,AUTOMATIC,,,88,false,879W00M024,false,LATE,22721000,88,63209,true,DOWN,DOWN,DEPARTURE,63208,S
ARRIVAL,2024-03-24 02:11:00,,2024-03-24 02:11:00,13,,,false,1,00000,2024-03-24 02:24:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63208,true,DOWN,DOWN,ARRIVAL,63201,
DEPARTURE,2024-03-24 02:24:00,,2024-03-24 02:24:00,1,,,true,1,87568,2024-03-24 02:23:00,false,AUTOMATIC,, 4,30,false,879I14M224,false,EARLY,22218000,30,87568,true,UP,UP,DEPARTURE,87566,
ARRIVAL,2024-03-24 02:25:00,,2024-03-24 02:24:30,0,,,true,1,52074,2024-03-24 02:24:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52074,true,UP,UP,ARRIVAL,87660,U
DEPARTURE,2024-03-24 02:23:00,,2024-03-24 02:23:30,1,,,true,2,87161,2024-03-24 02:24:00,false,AUTOMATIC,, 1,84,false,872K79M124,false,LATE,24671405,84,87161,true,DOWN,DOWN,DEPARTURE,87162,
ARRIVAL,2024-03-24 02:25:00,,2024-03-24 02:25:00,0,,,false,1,00000,2024-03-24 02:25:00,false,AUTOMATIC,, 2,84,false,872K79M124,false,ON TIME,24671405,84,87162,true,DOWN,DOWN,ARRIVAL,87159,
DEPARTURE,2024-03-24 02:24:00,,2024-03-24 02:24:00,0,,,true,1,52084,2024-03-24 02:24:00,false,AUTOMATIC,, 6,30,false,529I15M224,false,ON TIME,22215003,30,52084,true,DOWN,DOWN,DEPARTURE,52088,D
DEPARTURE,2024-03-24 02:10:00,,2024-03-24 02:10:00,14,,,true,5,50311,2024-03-24 02:24:00,false,AUTOMATIC,, 1,21,false,505K28M224,false,LATE,21945001,21,50311,true,UP,UP,DEPARTURE,50312,S
DEPARTURE,2024-03-24 01:45:00,,2024-03-24 01:45:00,39,,,true,5,50311,2024-03-24 02:24:00,false,AUTOMATIC,, 2,21,false,505K26M124,false,LATE,21945001,21,50311,true,UP,UP,DEPARTURE,50312,S
DEPARTURE,2024-03-24 00:40:00,,2024-03-24 00:40:00,104,,,true,5,50311,2024-03-24 02:24:00,false,AUTOMATIC,, 2,21,false,505K22M024,false,LATE,21945001,21,50311,true,UP,UP,DEPARTURE,50312,S
DEPARTURE,,,2024-03-24 02:22:00,3,,,false,1,00000,2024-03-24 02:25:00,false,AUTOMATIC,,,88,false,871A80M124,false,LATE,24747000,88,87966,true,DOWN,DOWN,DEPARTURE,87967,M
ARRIVAL,2024-03-24 02:26:00,,2024-03-24 02:25:30,0,,,false,1,00000,2024-03-24 02:25:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52088,true,DOWN,DOWN,ARRIVAL,52090,
DEPARTURE,2024-03-24 02:25:00,,2024-03-24 02:25:00,0,,,true,1,52051,2024-03-24 02:25:00,false,AUTOMATIC,, 1,30,false,529I17M224,false,ON TIME,22215003,30,52051,true,DOWN,DOWN,DEPARTURE,52049,D
ARRIVAL,2024-03-24 02:28:00,,2024-03-24 02:28:00,2,,,true,2,87637,2024-03-24 02:26:00,false,AUTOMATIC,, 1,88,false,871T02M224,false,EARLY,24747000,88,87637,true,DOWN,DOWN,ARRIVAL,87700,
ARRIVAL,2024-03-24 02:24:00,,2024-03-24 02:23:30,3,,,true,1,87967,2024-03-24 02:26:00,false,AUTOMATIC,, 2,88,false,871A80M124,false,LATE,24747000,88,87967,true,DOWN,DOWN,ARRIVAL,87972,
DEPARTURE,2024-03-24 02:25:00,,2024-03-24 02:25:30,0,,,true,2,52074,2024-03-24 02:25:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52074,true,UP,UP,DEPARTURE,87660,U
ARRIVAL,2024-03-24 02:27:00,,2024-03-24 02:26:30,0,,,false,1,00000,2024-03-24 02:26:00,false,AUTOMATIC,, 1,30,false,879I14M224,false,ON TIME,22218000,30,52090,true,UP,UP,ARRIVAL,52088,
DEPARTURE,2024-03-24 02:11:00,,2024-03-24 02:11:30,14,,,false,6,00000,2024-03-24 02:25:00,false,AUTOMATIC,, 2,88,false,879W00M024,false,LATE,22721000,88,63208,true,DOWN,DOWN,DEPARTURE,63201,S
ARRIVAL,2024-03-24 02:27:00,,2024-03-24 02:26:30,0,,,false,1,00000,2024-03-24 02:26:00,false,AUTOMATIC,, 2,30,false,529I17M224,false,ON TIME,22215003,30,52049,true,DOWN,DOWN,ARRIVAL,87660,
DEPARTURE,2024-03-24 02:25:00,,2024-03-24 02:25:30,1,,,false,2,00000,2024-03-24 02:26:00,false,AUTOMATIC,, 2,84,false,872K79M124,false,LATE,24671405,84,87162,true,DOWN,DOWN,DEPARTURE,87159,
DEPARTURE,2024-03-24 02:26:00,,2024-03-24 02:26:00,0,,,false,1,00000,2024-03-24 02:26:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52088,true,DOWN,DOWN,DEPARTURE,52090,
ARRIVAL,2024-03-24 02:28:00,,2024-03-24 02:27:30,0,,,false,1,00000,2024-03-24 02:27:00,false,AUTOMATIC,, 1,30,false,879I12M224,false,ON TIME,22218000,30,52049,true,UP,UP,ARRIVAL,52051,
DEPARTURE,2024-03-24 02:27:00,,2024-03-24 02:27:00,1,,,false,1,00000,2024-03-24 02:26:00,false,AUTOMATIC,, 1,30,false,879I14M224,false,EARLY,22218000,30,52090,true,UP,UP,DEPARTURE,52088,
ARRIVAL,2024-03-24 02:28:00,,2024-03-24 02:27:30,0,,,false,1,00000,2024-03-24 02:27:00,false,AUTOMATIC,, 2,30,false,529I15M224,false,ON TIME,22215003,30,52090,true,DOWN,DOWN,ARRIVAL,87566,
DEPARTURE,2024-03-24 02:27:00,,2024-03-24 02:27:00,0,,,false,,00000,2024-03-24 02:27:00,false,AUTOMATIC,, 2,30,false,529I17M224,false,ON TIME,22215003,30,52049,true,DOWN,DOWN,DEPARTURE,87660,
DEPARTURE,2024-03-24 02:24:00,,2024-03-24 02:24:30,3,,,true,4,87967,2024-03-24 02:27:00,false,AUTOMATIC,, 2,88,false,871A80M124,false,LATE,24747000,88,87967,true,DOWN,DOWN,DEPARTURE,87972,
ARRIVAL,2024-03-24 02:29:00,,2024-03-24 02:28:30,0,,,false,1,00000,2024-03-24 02:28:00,false,AUTOMATIC,, 1,30,false,879I14M224,false,ON TIME,22218000,30,52088,true,UP,UP,ARRIVAL,52084,
