event_type,gbtt_timestamp,original_loc_stanox,planned_timestamp,timetable_variation,original_loc_timestamp,current_train_id,delay_monitoring_point,next_report_run_time,reporting_stanox,actual_timestamp,correction_ind,event_source,train_file_address,platform,division_code,train_terminated,train_id,offroute_ind,variation_status,train_service_code,toc_id,loc_stanox,auto_expected,direction_ind,route,planned_event_type,next_report_stanox,line_ind
DEPARTURE,2024-03-24 01:16:00,,2024-03-24 01:16:30,2,,,false,2,00000,2024-03-24 01:14:00,false,AUTOMATIC,, 2,80,false,872N82M024,false,EARLY,24606004,80,89410,true,DOWN,DOWN,DEPARTURE,89411,
ARRIVAL,2024-03-24 01:19:00,,2024-03-24 01:18:30,2,,,false,3,00000,2024-03-24 01:16:00,false,AUTOMATIC,, 2,80,false,872N82M024,false,EARLY,24606004,80,89411,true,DOWN,DOWN,ARRIVAL,89402,
ARRIVAL,2024-03-24 01:02:00,,2024-03-24 01:02:00,15,,,false,8,00000,2024-03-24 01:17:00,false,AUTOMATIC,,,84,false,865B69M024,false,LATE,24676004,84,86507,true,DOWN,DOWN,ARRIVAL,86508,
ARRIVAL,,,2024-03-24 01:15:30,1,,,true,1,87975,2024-03-24 01:16:00,false,AUTOMATIC,,,88,false,871H98M024,false,LATE,24746000,88,87975,true,,,ARRIVAL,87980,
ARRIVAL,2024-03-24 01:16:00,,2024-03-24 01:15:30,1,,,false,1,00000,2024-03-24 01:16:00,false,AUTOMATIC,, 2,88,false,629W17M823,false,LATE,22720000,88,87973,true,DOWN,DOWN,ARRIVAL,87975,
DEPARTURE,2024-03-24 01:14:00,,2024-03-24 01:14:00,1,,,false,3,00000,2024-03-24 01:15:00,false,AUTOMATIC,, 2,21,false,522K26M024,false,LATE,21943001,21,50315,true,DOWN,DOWN,DEPARTURE,50314,
DEPARTURE,2024-03-24 01:12:00,,2024-03-24 01:12:00,1,,,false,5,00000,2024-03-24 01:11:00,false,AUTOMATIC,, 2,80,false,882R78M923,false,EARLY,24605004,80,89441,true,DOWN,DOWN,DEPARTURE,89443,
ARRIVAL,2024-03-24 01:18:00,,2024-03-24 01:17:30,1,,,false,2,00000,2024-03-24 01:16:00,false,AUTOMATIC,, 2,80,false,882R78M923,false,EARLY,24605004,80,89443,true,DOWN,DOWN,ARRIVAL,89445,
ARRIVAL,2024-03-24 01:17:00,,2024-03-24 01:16:30,0,,,true,1,51014,2024-03-24 01:16:00,false,AUTOMATIC,, 2,79,false,522D78M024,false,ON TIME,24936004,79,51014,true,DOWN,DOWN,ARRIVAL,51013,
DEPARTURE,2024-03-24 01:04:00,,2024-03-24 01:04:30,11,,,true,2,87169,2024-03-24 01:15:00,false,AUTOMATIC,, 3,84,false,872F79M024,false,LATE,24673605,84,87169,true,DOWN,DOWN,DEPARTURE,87170,S
ARRIVAL,2024-03-24 01:16:00,,2024-03-24 01:16:30,1,,,false,2,00000,2024-03-24 01:15:00,false,AUTOMATIC,, 1,88,false,875V86M024,false,EARLY,22788002,88,87244,true,UP,UP,ARRIVAL,63633,
DEPARTURE,,,2024-03-24 01:12:30,3,,,true,3,87903,2024-03-24 01:15:00,false,AUTOMATIC,,,88,false,629W19M923,false,LATE,22720000,88,87903,true,DOWN,DOWN,DEPARTURE,87905,S
ARRIVAL,2024-03-24 01:07:00,,2024-03-24 01:07:30,10,,,true,1,87980,2024-03-24 01:17:00,false,AUTOMATIC,, 2,88,false,875H961024,false,LATE,24788005,88,87980,true,UP,UP,ARRIVAL,87979,
DEPARTURE,2024-03-24 01:13:00,,2024-03-24 01:13:00,2,,,false,5,00000,2024-03-24 01:15:00,false,AUTOMATIC,, 2,80,false,882R76M823,false,LATE,24605004,80,89462,true,DOWN,DOWN,DEPARTURE,89444,
DEPARTURE,2024-03-24 01:19:00,,2024-03-24 01:19:30,4,,,true,3,86066,2024-03-24 01:15:00,false,AUTOMATIC,, 4,84,false,865L861024,false,EARLY,24676004,84,86066,true,UP,UP,DEPARTURE,86065,S
ARRIVAL,2024-03-24 01:22:00,,2024-03-24 01:22:00,4,,,true,,86065,2024-03-24 01:18:00,false,AUTOMATIC,,,84,true,865L861024,false,EARLY,24676004,84,86065,true,UP,UP,DESTINATION,,
ARRIVAL,2024-03-24 01:28:00,,2024-03-24 01:28:00,12,,,true,,87639,2024-03-24 01:16:00,false,AUTOMATIC,,,88,true,875J77M124,false,EARLY,24788005,88,87639,true,DOWN,DOWN,DESTINATION,,
ARRIVAL,2024-03-24 01:21:00,,2024-03-24 01:19:00,2,,,true,,52741,2024-03-24 01:17:00,false,AUTOMATIC,, 5,21,true,471B49M024,false,EARLY,21911000,21,52741,true,UP,UP,DESTINATION,,
DEPARTURE,2024-03-24 01:24:00,,2024-03-24 01:24:00,9,,,true,,72311,2024-03-24 01:15:00,false,AUTOMATIC,, 4,30,false,725D70M024,false,EARLY,22216001,30,72311,true,DOWN,DOWN,DEPARTURE,72309,
DEPARTURE,2024-03-24 01:14:00,,2024-03-24 01:14:30,1,,,false,2,00000,2024-03-24 01:15:00,false,AUTOMATIC,,,33,false,522W66M024,false,LATE,21381001,33,50417,true,DOWN,DOWN,DEPARTURE,50412,
DEPARTURE,,,2024-03-24 01:05:30,11,,,false,1,00000,2024-03-24 01:16:00,false,AUTOMATIC,,,88,false,879W18M923,false,LATE,22721000,88,63449,true,DOWN,DOWN,DEPARTURE,63451,S
ARRIVAL,2024-03-24 01:07:00,,2024-03-24 01:06:30,10,,,true,1,63451,2024-03-24 01:16:00,false,AUTOMATIC,, 2,88,false,879W18M923,false,LATE,22721000,88,63451,true,DOWN,DOWN,ARRIVAL,63405,
ARRIVAL,2024-03-24 01:20:00,,2024-03-24 01:20:00,5,,,false,14,00000,2024-03-24 01:15:00,false,AUTOMATIC,,,84,false,875Y391024,false,EARLY,24676004,84,87221,true,UP,UP,ARRIVAL,87228,
ARRIVAL,2024-03-24 01:31:00,,2024-03-24 01:31:00,14,,,true,,87228,2024-03-24 01:17:00,false,AUTOMATIC,,,84,true,875Y33M024,false,EARLY,24676004,84,87228,true,UP,UP,DESTINATION,,
ARRIVAL,2024-03-24 01:10:00,,2024-03-24 01:10:00,7,,,true,,45106,2024-03-24 01:17:00,false,AUTOMATIC,, 4,88,true,879J76M823,false,LATE,22729000,88,45106,true,DOWN,DOWN,DESTINATION,,
ARRIVAL,2024-03-24 01:22:00,,2024-03-24 01:22:00,5,,,true,,00000,2024-03-24 01:17:00,false,AUTOMATIC,,,74,true,695U75M124,false,EARLY,25530004,74,69410,true,UP,UP,DESTINATION,,T
DEPARTURE,,,2024-03-24 01:15:30,0,,,false,6,00000,2024-03-24 01:15:00,false,MANUAL,,,84,false,861A03M024,false,ON TIME,24632104,84,87024,true,,,DEPARTURE,87021,
ARRIVAL,2024-03-24 01:15:00,,2024-03-24 01:15:00,2,,,true,,87980,2024-03-24 01:17:00,false,AUTOMATIC,, 5,88,true,629W731823,false,LATE,22720000,88,87980,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,,,2024-03-24 01:22:00,7,,,true,13,73499,2024-03-24 01:15:00,false,AUTOMATIC,I36, 2,09,false,426X371W23,false,EARLY,54606571,09,73499,true,UP,UP,DEPARTURE,73425,
ARRIVAL,,,2024-03-24 01:19:00,3,,,true,3,87031,2024-03-24 01:16:00,false,AUTOMATIC,,,84,false,745C751024,false,EARLY,24676004,84,87031,true,,,ARRIVAL,87026,
ARRIVAL,2024-03-24 01:05:00,,2024-03-24 01:05:00,11,,,true,,87141,2024-03-24 01:16:00,false,AUTOMATIC,, 1,84,true,872U81M024,false,LATE,24671105,84,87141,true,UP,UP,DESTINATION,,
ARRIVAL,2024-03-24 01:17:00,,2024-03-24 01:16:30,0,,,true,1,87219,2024-03-24 01:16:00,false,AUTOMATIC,, 4,84,false,872Z941024,false,ON TIME,24672104,84,87219,true,UP,UP,ARRIVAL,87217,
ARRIVAL,2024-03-24 01:19:00,,2024-03-24 01:18:30,2,,,false,3,00000,2024-03-24 01:16:00,false,AUTOMATIC,, 2,80,false,892R79M124,false,EARLY,24605004,80,89742,true,DOWN,DOWN,ARRIVAL,89733,
DEPARTURE,2024-03-24 01:12:00,,2024-03-24 01:12:30,3,,,false,2,00000,2024-03-24 01:15:00,false,AUTOMATIC,, 2,88,false,872B64M024,false,LATE,24782000,88,87663,true,DOWN,DOWN,DEPARTURE,87665,
ARRIVAL,2024-03-24 01:17:00,,2024-03-24 01:16:30,0,,,false,1,00000,2024-03-24 01:16:00,false,AUTOMATIC,, 2,30,false,529I07M124,false,ON TIME,22215003,30,52078,true,DOWN,DOWN,ARRIVAL,52080,
ARRIVAL,2024-03-24 01:15:00,,2024-03-24 01:14:30,3,,,false,1,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,88,false,872B64M024,false,LATE,24782000,88,87665,true,DOWN,DOWN,ARRIVAL,87671,
DEPARTURE,,,2024-03-24 01:19:00,3,,,true,,87972,2024-03-24 01:16:00,false,AUTOMATIC,,,88,false,885C74M024,false,EARLY,24788005,88,87972,true,DOWN,DOWN,DEPARTURE,87971,M
ARRIVAL,,,2024-03-24 01:17:30,1,,,true,1,87613,2024-03-24 01:16:00,false,AUTOMATIC,,,88,false,629W211024,false,EARLY,22720000,88,87613,true,,,ARRIVAL,87631,
DEPARTURE,,,2024-03-24 01:16:30,1,,,true,6,88711,2024-03-24 01:15:00,false,AUTOMATIC,,,80,false,885A66M124,false,EARLY,24657005,80,88711,true,UP,UP,DEPARTURE,88466,
DEPARTURE,,,2024-03-24 01:05:00,11,,,false,5,00000,2024-03-24 01:16:00,false,AUTOMATIC,,,84,false,871F83M024,false,LATE,24673605,84,87177,true,DOWN,DOWN,DEPARTURE,86005,F
DEPARTURE,,,2024-03-24 01:17:30,1,,,true,6,88249,2024-03-24 01:16:00,false,AUTOMATIC,,,88,false,885F68M024,false,EARLY,24788005,88,88249,true,UP,UP,DEPARTURE,88254,
ARRIVAL,2024-03-24 01:17:00,,2024-03-24 01:16:30,1,,,true,1,45603,2024-03-24 01:17:00,false,AUTOMATIC,, 2,88,false,541P00M024,false,LATE,22727100,88,45603,true,DOWN,DOWN,ARRIVAL,45402,
DEPARTURE,2024-03-24 01:16:00,,2024-03-24 01:16:30,1,,,true,2,52084,2024-03-24 01:15:00,false,AUTOMATIC,, 5,30,false,879I04M124,false,EARLY,22218000,30,52084,true,UP,UP,DEPARTURE,52082,U
DEPARTURE,2024-03-24 01:20:00,,2024-03-24 01:20:00,5,,,true,1,87568,2024-03-24 01:15:00,false,AUTOMATIC,, 3,30,false,529I05M024,false,EARLY,22215003,30,87568,true,DOWN,DOWN,DEPARTURE,87572,
ARRIVAL,2024-03-24 01:18:00,,2024-03-24 01:15:00,1,,,true,,52051,2024-03-24 01:16:00,false,AUTOMATIC,, 1,30,true,879I02M024,false,LATE,22218000,30,52051,true,UP,UP,DESTINATION,,
DEPARTURE,2024-03-24 01:13:00,,2024-03-24 01:13:00,2,,,true,4,89144,2024-03-24 01:15:00,false,AUTOMATIC,, 2,80,false,871S74M024,false,LATE,24604004,80,89144,true,DOWN,DOWN,DEPARTURE,89149,
DEPARTURE,,,2024-03-24 01:03:00,13,,,true,1,88490,2024-03-24 01:16:00,false,AUTOMATIC,,,80,false,872M66M024,false,LATE,24652005,80,88490,true,DOWN,DOWN,DEPARTURE,88492,S
ARRIVAL,,,2024-03-24 01:20:30,3,,,true,3,87041,2024-03-24 01:17:00,false,AUTOMATIC,,,84,false,875C831024,false,EARLY,24676004,84,87041,true,,,ARRIVAL,87037,
ARRIVAL,2024-03-24 01:16:00,,2024-03-24 01:16:00,1,,,false,1,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,80,false,872N80N923,false,LATE,24606004,80,89407,true,DOWN,DOWN,ARRIVAL,89408,
DEPARTURE,2024-03-24 01:13:00,,2024-03-24 01:13:00,1,,,false,3,00000,2024-03-24 01:14:00,false,AUTOMATIC,, 2,80,false,872N80N923,false,LATE,24606004,80,89406,true,DOWN,DOWN,DEPARTURE,89407,M
DEPARTURE,,,2024-03-24 01:15:30,1,,,true,4,87975,2024-03-24 01:16:00,false,AUTOMATIC,, 3,88,false,871H98M024,false,LATE,24746000,88,87975,true,DOWN,DOWN,DEPARTURE,87980,D
ARRIVAL,2024-03-24 01:02:00,,2024-03-24 01:01:30,15,,,true,1,81501,2024-03-24 01:16:00,false,AUTOMATIC,, 1,25,false,731C38M923,false,LATE,25370002,25,81501,true,DOWN,DOWN,ARRIVAL,81606,D
DEPARTURE,2024-03-24 00:54:00,,2024-03-24 00:54:00,22,,,true,2,51009,2024-03-24 01:16:00,false,AUTOMATIC,, 2,79,false,522D76M923,false,LATE,24936004,79,51009,true,DOWN,DOWN,DEPARTURE,51007,D
ARRIVAL,2024-03-24 01:21:00,,2024-03-24 01:21:00,1,,,true,,51003,2024-03-24 01:20:00,false,AUTOMATIC,,,79,true,515S27M124,false,EARLY,25936005,79,51003,true,UP,UP,DESTINATION,,
DEPARTURE,2024-03-24 01:16:00,,2024-03-24 01:16:30,0,,,true,3,86083,2024-03-24 01:16:00,false,AUTOMATIC,, 2,84,false,871B81M024,false,ON TIME,24620204,84,86083,true,DOWN,DOWN,DEPARTURE,86051,M
DEPARTURE,2024-03-24 01:16:00,,2024-03-24 01:16:00,0,,,true,3,54238,2024-03-24 01:16:00,false,AUTOMATIC,, 6,88,false,545E781124,false,ON TIME,21788001,88,54238,true,DOWN,DOWN,DEPARTURE,54103,1
ARRIVAL,2024-03-24 01:18:00,,2024-03-24 01:17:30,0,,,true,2,88466,2024-03-24 01:17:00,false,AUTOMATIC,, 4,80,false,882N68M024,false,ON TIME,24657005,80,88466,true,DOWN,DOWN,ARRIVAL,88697,
ARRIVAL,,,2024-03-24 01:11:00,5,,,true,1,87203,2024-03-24 01:16:00,false,AUTOMATIC,,,88,false,875T01M024,false,LATE,24788005,88,87203,true,,,ARRIVAL,87199,
ARRIVAL,2024-03-24 01:21:00,,2024-03-24 01:21:00,4,,,false,5,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,30,false,529I05M024,false,EARLY,22215003,30,87572,true,DOWN,DOWN,ARRIVAL,87574,
ARRIVAL,2024-03-24 01:06:00,,2024-03-24 01:05:30,12,,,true,1,51011,2024-03-24 01:17:00,false,AUTOMATIC,, 2,79,false,522R74M923,false,LATE,27936004,79,51011,true,DOWN,DOWN,ARRIVAL,51009,
ARRIVAL,2024-03-24 01:16:00,,2024-03-24 01:17:00,0,,,false,1,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,21,false,522K26M024,false,ON TIME,21943001,21,50314,true,DOWN,DOWN,ARRIVAL,50311,D
ARRIVAL,,,2024-03-24 01:19:30,2,,,false,2,00000,2024-03-24 01:17:00,false,AUTOMATIC,,,88,false,885C74M024,false,EARLY,24788005,88,87971,true,,,ARRIVAL,87975,
DEPARTURE,,,2024-03-24 01:15:00,1,,,true,1,88499,2024-03-24 01:16:00,false,AUTOMATIC,,,80,false,872S78M024,false,LATE,24604004,80,88499,true,DOWN,DOWN,DEPARTURE,88487,D
ARRIVAL,,,2024-03-24 01:13:30,6,,,false,1,00000,2024-03-24 01:19:00,false,AUTOMATIC,,,84,false,745C771024,false,LATE,24676004,84,87102,true,,,ARRIVAL,87099,
ARRIVAL,2024-03-24 01:16:00,,2024-03-24 01:16:00,0,,,false,1,00000,2024-03-24 01:16:00,false,AUTOMATIC,,,33,false,522W66M024,false,ON TIME,21381001,33,50412,true,DOWN,DOWN,ARRIVAL,50405,
DEPARTURE,2024-03-24 01:15:00,,2024-03-24 01:15:00,1,,,false,5,00000,2024-03-24 01:16:00,false,AUTOMATIC,, 2,80,false,881H30M923,false,LATE,24602004,80,89399,true,DOWN,DOWN,DEPARTURE,88279,
ARRIVAL,2024-03-24 00:55:00,,2024-03-24 00:55:00,23,,,true,,32043,2024-03-24 01:18:00,false,AUTOMATIC,,,23,true,325W34M024,false,LATE,12974820,23,32043,true,UP,UP,DESTINATION,,
DEPARTURE,,,2024-03-24 01:19:00,3,,,true,9,87031,2024-03-24 01:16:00,false,AUTOMATIC,, 2,84,false,745C751024,false,EARLY,24676004,84,87031,true,DOWN,DOWN,DEPARTURE,87026,
DEPARTURE,,,2024-03-24 01:11:00,5,,,true,2,87203,2024-03-24 01:16:00,false,AUTOMATIC,, 4,88,false,875T01M024,false,LATE,24788005,88,87203,true,UP,UP,DEPARTURE,87199,
DEPARTURE,2024-03-24 01:12:00,,2024-03-24 01:12:30,3,,,false,5,00000,2024-03-24 01:15:00,false,AUTOMATIC,, 2,84,false,872L81M024,false,LATE,24629204,84,86045,true,DOWN,DOWN,DEPARTURE,86047,S
ARRIVAL,2024-03-24 01:19:00,,2024-03-24 01:19:00,1,,,true,,53401,2024-03-24 01:18:00,false,AUTOMATIC,, 4,88,true,542V78M024,false,EARLY,21723000,88,53401,true,DOWN,DOWN,DESTINATION,,
DEPARTURE,2024-03-24 01:16:00,,2024-03-24 01:16:30,1,,,false,5,00000,2024-03-24 01:15:00,false,AUTOMATIC,, 2,21,false,522H74M923,false,EARLY,21913000,21,47303,true,DOWN,DOWN,DEPARTURE,47250,
DEPARTURE,,,2024-03-24 01:17:30,1,,,true,2,87613,2024-03-24 01:16:00,false,AUTOMATIC,, 1,88,false,629W211024,false,EARLY,22720000,88,87613,true,DOWN,DOWN,DEPARTURE,87631,S
DEPARTURE,2024-03-24 00:43:00,,2024-03-24 00:43:30,33,,,true,2,87637,2024-03-24 01:16:00,false,AUTOMATIC,, 1,88,false,872N80M024,false,LATE,24782000,88,87637,true,DOWN,DOWN,DEPARTURE,87700,S
ARRIVAL,2024-03-24 01:18:00,,2024-03-24 01:18:00,1,,,false,2,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 1,30,false,879I04M124,false,EARLY,22218000,30,52082,true,UP,UP,ARRIVAL,52080,
DEPARTURE,,,2024-03-24 00:03:00,50,,,true,,80411,2024-03-24 00:53:00,false,MANUAL,,,71,true,771B62M823,false,LATE,25438000,71,80411,false,,,DEPARTURE,,
DEPARTURE,2024-03-24 01:09:00,,2024-03-24 01:09:00,7,,,true,3,73508,2024-03-24 01:16:00,false,AUTOMATIC,, 2,74,false,632A77M024,false,LATE,25211004,74,73508,true,DOWN,DOWN,DEPARTURE,73520,A
DEPARTURE,2024-03-24 01:18:00,,2024-03-24 01:18:00,3,,,true,,69424,2024-03-24 01:15:00,false,MANUAL,,,74,true,695U75M124,false,EARLY,25530004,74,69424,true,,,DEPARTURE,,
DEPARTURE,2024-03-24 01:17:00,,2024-03-24 01:17:30,1,,,false,2,00000,2024-03-24 01:16:00,false,AUTOMATIC,, 1,88,false,875V86M024,false,EARLY,22788002,88,87244,true,UP,UP,DEPARTURE,63633,
ARRIVAL,2024-03-24 01:04:00,,2024-03-24 01:04:00,13,,,false,1,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 4,80,false,872M66M024,false,LATE,24652005,80,88492,true,DOWN,DOWN,ARRIVAL,88491,
ARRIVAL,2024-03-24 01:07:00,,2024-03-24 01:07:00,10,,,true,1,87134,2024-03-24 01:17:00,false,AUTOMATIC,, 1,84,false,872O79M024,false,LATE,24671505,84,87134,true,DOWN,DOWN,ARRIVAL,87164,
DEPARTURE,2024-03-24 01:20:00,,2024-03-24 01:20:00,4,,,true,1,87701,2024-03-24 01:16:00,false,AUTOMATIC,, 5,88,false,875G78M124,false,EARLY,24788005,88,87701,true,UP,UP,DEPARTURE,87700,S
DEPARTURE,,,2024-03-24 00:14:30,12,,,true,,80411,2024-03-24 00:02:00,false,MANUAL,,,71,true,792V16M823,false,EARLY,25435000,71,80411,false,,,DEPARTURE,,
DEPARTURE,,,2024-03-24 01:13:00,4,,,false,3,00000,2024-03-24 01:17:00,false,AUTOMATIC,,,88,false,875T01M024,false,LATE,24788005,88,87199,true,UP,UP,DEPARTURE,87201,S
DEPARTURE,2024-03-24 01:17:00,,2024-03-24 01:17:30,1,,,true,4,87219,2024-03-24 01:16:00,false,AUTOMATIC,,15,88,false,871A80M124,false,EARLY,24747000,88,87219,true,DOWN,DOWN,DEPARTURE,87222,S
DEPARTURE,,,2024-03-24 00:32:00,29,,,true,,80411,2024-03-24 01:01:00,false,MANUAL,,,71,true,772B77M823,false,LATE,25438000,71,80411,false,,,DEPARTURE,,
ARRIVAL,2024-03-24 00:56:00,,2024-03-24 00:56:00,21,,,true,1,51007,2024-03-24 01:17:00,false,AUTOMATIC,, 2,79,false,522D76M923,false,LATE,24936004,79,51007,true,DOWN,DOWN,ARRIVAL,51005,
ARRIVAL,2024-03-24 01:07:00,,2024-03-24 01:06:30,11,,,false,1,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,84,false,872F79M024,false,LATE,24673605,84,87170,true,DOWN,DOWN,ARRIVAL,87171,
DEPARTURE,2024-03-24 01:17:00,,2024-03-24 01:17:00,1,,,true,2,88481,2024-03-24 01:16:00,false,AUTOMATIC,, 5,80,false,882S80M024,false,EARLY,24655005,80,88481,true,DOWN,DOWN,DEPARTURE,88468,S
DEPARTURE,,,2024-03-24 00:59:00,11,,,true,,80411,2024-03-24 01:10:00,false,MANUAL,,,71,true,792E52M024,false,LATE,25432000,71,80411,false,,,DEPARTURE,,
DEPARTURE,,,2024-03-24 01:20:30,4,,,true,2,87041,2024-03-24 01:16:00,false,AUTOMATIC,, 2,84,false,875C831024,false,EARLY,24676004,84,87041,true,DOWN,DOWN,DEPARTURE,87037,
DEPARTURE,2024-03-24 01:15:00,,2024-03-24 01:15:30,2,,,false,2,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,84,false,872K77M024,false,LATE,24671405,84,87162,true,DOWN,DOWN,DEPARTURE,87159,
ARRIVAL,,,2024-03-24 01:15:30,3,,,false,1,00000,2024-03-24 01:18:00,false,AUTOMATIC,,,88,false,629W19M923,false,LATE,22720000,88,87905,true,,,ARRIVAL,87909,
ARRIVAL,2024-03-24 01:19:00,,2024-03-24 01:18:30,1,,,true,3,54238,2024-03-24 01:17:00,false,AUTOMATIC,, 6,88,false,542B88M124,false,EARLY,21724000,88,54238,true,DOWN,DOWN,ARRIVAL,54202,
ARRIVAL,2024-03-24 01:25:00,,2024-03-24 01:24:30,6,,,true,,87212,2024-03-24 01:18:00,false,AUTOMATIC,,19,84,true,872S821024,false,EARLY,24671205,84,87212,true,UP,UP,DESTINATION,,
ARRIVAL,2024-03-24 01:16:00,,2024-03-24 01:16:00,1,,,false,1,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,80,false,872S78M024,false,LATE,24604004,80,88487,true,DOWN,DOWN,ARRIVAL,88488,
DEPARTURE,,,2024-03-24 01:22:30,6,,,false,,00000,2024-03-24 01:16:00,false,MANUAL,,,84,true,872S821024,false,EARLY,24671205,84,87286,,,,DEPARTURE,,
DEPARTURE,,,2024-03-24 01:19:30,3,,,false,8,00000,2024-03-24 01:16:00,false,AUTOMATIC,, 2,88,false,885C74M024,false,EARLY,24788005,88,87971,true,DOWN,DOWN,DEPARTURE,87975,
DEPARTURE,2024-03-24 01:17:00,,2024-03-24 01:17:00,0,,,true,4,51014,2024-03-24 01:17:00,false,AUTOMATIC,, 2,79,false,522D78M024,false,ON TIME,24936004,79,51014,true,DOWN,DOWN,DEPARTURE,51013,D
DEPARTURE,2024-03-24 00:28:00,,2024-03-24 00:28:00,49,,,true,2,54311,2024-03-24 01:17:00,false,AUTOMATIC,, 7,61,false,545Y51M024,false,LATE,21704001,61,54311,true,DOWN,DOWN,DEPARTURE,54304,D
DEPARTURE,2024-03-24 01:16:00,,2024-03-24 01:16:00,1,,,false,6,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,88,false,629W17M823,false,LATE,22720000,88,87973,true,DOWN,DOWN,DEPARTURE,87975,
DEPARTURE,,,2024-03-24 01:14:00,1,,,false,2,00000,2024-03-24 01:15:00,false,AUTOMATIC,I92, 1,42,false,886C061923,false,LATE,52495100,42,89349,true,UP,UP,DEPARTURE,89347,
DEPARTURE,,,2024-03-24 01:16:00,1,,,true,10,89347,2024-03-24 01:17:00,false,AUTOMATIC,I92,,42,false,886C061923,false,LATE,52495100,42,89347,true,UP,UP,DEPARTURE,88486,
DEPARTURE,2024-03-24 01:17:00,,2024-03-24 01:17:00,0,,,false,1,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,30,false,529I07M124,false,ON TIME,22215003,30,52078,true,DOWN,DOWN,DEPARTURE,52080,
ARRIVAL,2024-03-24 01:15:00,,2024-03-24 01:14:30,4,,,false,1,00000,2024-03-24 01:18:00,false,AUTOMATIC,, 2,21,false,521F70M024,false,LATE,21939001,21,50113,true,DOWN,DOWN,ARRIVAL,50105,
DEPARTURE,,,2024-03-24 01:07:30,10,,,true,3,86069,2024-03-24 01:17:00,false,AUTOMATIC,,,84,false,865B781024,false,LATE,24676004,84,86069,true,UP,UP,DEPARTURE,86066,S
DEPARTURE,2024-03-24 01:16:00,,2024-03-24 01:16:00,1,,,true,1,88415,2024-03-24 01:17:00,false,AUTOMATIC,, 1,80,false,885K72M124,false,LATE,24653005,80,88415,true,UP,UP,DEPARTURE,88411,
DEPARTURE,,,2024-03-24 01:15:30,2,,,false,2,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,88,false,629W19M923,false,LATE,22720000,88,87905,true,DOWN,DOWN,DEPARTURE,87909,
DEPARTURE,,,2024-03-24 00:45:30,32,,,false,2,00000,2024-03-24 01:17:00,false,AUTOMATIC,,,88,false,872N80M024,false,LATE,24782000,88,87700,true,DOWN,DOWN,DEPARTURE,87701,
ARRIVAL,,,2024-03-24 01:17:30,1,,,false,1,00000,2024-03-24 01:18:00,false,AUTOMATIC,,,84,false,865B76M024,false,LATE,24676004,84,86219,true,,,ARRIVAL,86223,
DEPARTURE,2024-03-24 01:17:00,,2024-03-24 01:17:00,0,,,true,2,87568,2024-03-24 01:17:00,false,AUTOMATIC,, 4,30,false,873H751024,false,ON TIME,22216001,30,87568,true,DOWN,DOWN,DEPARTURE,87574,
DEPARTURE,,,2024-03-24 01:13:00,5,,,false,4,00000,2024-03-24 01:18:00,false,AUTOMATIC,,,88,false,541C74M024,false,LATE,21725000,88,47250,true,DOWN,DOWN,DEPARTURE,47221,
DEPARTURE,2024-03-24 01:07:00,,2024-03-24 01:07:00,10,,,true,2,63451,2024-03-24 01:17:00,false,AUTOMATIC,, 2,88,false,879W18M923,false,LATE,22721000,88,63451,true,DOWN,DOWN,DEPARTURE,63405,S
DEPARTURE,2024-03-24 01:16:00,,2024-03-24 01:16:30,1,,,false,2,00000,2024-03-24 01:17:00,false,AUTOMATIC,,,33,false,522W66M024,false,LATE,21381001,33,50412,true,DOWN,DOWN,DEPARTURE,50405,
DEPARTURE,2024-03-24 01:17:00,,2024-03-24 01:17:30,0,,,true,3,51019,2024-03-24 01:17:00,false,AUTOMATIC,, 2,79,false,522B78M024,false,ON TIME,21936004,79,51019,true,DOWN,DOWN,DEPARTURE,51016,D
DEPARTURE,2024-03-24 01:20:00,,2024-03-24 01:20:00,3,,,true,1,87212,2024-03-24 01:17:00,false,AUTOMATIC,, 2,84,false,875Y401124,false,EARLY,24676004,84,87212,true,DOWN,DOWN,DEPARTURE,87286,S
DEPARTURE,,,2024-03-24 01:19:00,2,,,true,3,63633,2024-03-24 01:17:00,false,AUTOMATIC,, 4,88,false,875V86M024,false,EARLY,22788002,88,63633,true,DOWN,DOWN,DEPARTURE,63629,M
DEPARTURE,2024-03-24 01:18:00,,2024-03-24 01:18:00,1,,,false,3,00000,2024-03-24 01:17:00,false,AUTOMATIC,, 2,80,false,882R78M923,false,EARLY,24605004,80,89443,true,DOWN,DOWN,DEPARTURE,89445,
